WKT,name,description
"LINESTRING (35.31570053100586 47.867000579833984, 35.10060119628906 48.357200622558594)",OZH -> DNK,35.293570417869525 mi
"LINESTRING (-5.615940093994141 37.17490005493164, -4.848879814147949 37.84199905395508)",OZP -> ODB,62.38613394564723 mi
"LINESTRING (-85.71340179 31.27569962, -85.89990234 31.29969978)",OZR -> ETS,11.136222594597836 mi
"LINESTRING (-6.909430027010001 30.9391002655, -5.86667013168 30.3202991486)",OZZ -> OZG,75.30907751966686 mi
"LINESTRING (97.67459869384766 16.893699645996094, 97.66069793701172 16.444700241088867)",PAA -> MNU,31.036848518553317 mi
"LINESTRING (82.111 21.9884, 80.052001953125 23.177799224853516)",PAB -> JLR,154.94153670461247 mi
"LINESTRING (-79.55560302734375 8.973340034484863, -79.599602 8.91479)",PAC -> BLB,5.038292444309714 mi
"LINESTRING (8.616319656369999 51.614101409899995, 8.544444 51.964722)",PAD -> BFE,24.419788464019057 mi
"LINESTRING (-122.2819977 47.90629959, -122.302001953125 47.529998779296875)",PAE -> BFI,26.016787085975366 mi
"LINESTRING (123.461179733 7.83073144787, 123.341875076 8.60198349877)",PAG -> DPL,53.90988515922927 mi
"LINESTRING (-88.7738037109375 37.06079864501953, -89.57080078125 37.22529983520508)",PAH -> CGI,45.34368834085796 mi
"LINESTRING (70.0716018677 33.902099609400004, 69.952003479 33.3334007263)",PAJ -> KHT,39.89174325576934 mi
"LINESTRING (-74.6574 5.48361, -74.8836 5.21256)",PAL -> MQU,24.34916881562946 mi
"LINESTRING (-85.57540130619999 30.0695991516, -85.795414 30.357106)",PAM -> ECP,23.81570093156189 mi
"LINESTRING (101.15399932861328 6.785459995269775, 101.74299621582031 6.5199198722839355)",PAN -> NAW,44.39111979468251 mi
"LINESTRING (-122.114997864 37.461101532, -122.049004 37.4161)",PAO -> NUQ,4.7724178178368994 mi
"LINESTRING (-72.2925033569336 18.579999923706055, -71.6447982788086 17.929000854492188)",PAP -> CBJ,61.88274357325485 mi
"LINESTRING (-149.08901 61.594898, -149.6529999 61.26639938)",PAQ -> FRN,29.367305404582705 mi
"LINESTRING (25.113195 37.020495, 25.3680992126 37.0811004639)",PAS -> JNX,14.666937309939314 mi
"LINESTRING (85.0879974365 25.591299057, 85.3136978149414 26.11910057067871)",PAT -> MZU,39.074931564673754 mi
"LINESTRING (-38.250598907471 -9.4008798599243, -36.62919998168945 -9.775360107421875)",PAV -> APQ,113.45366106853048 mi
"LINESTRING (-72.84860229492188 19.9335994720459, -72.194702 19.733)",PAX -> CAP,44.70359083031681 mi
"LINESTRING (-97.46080017090001 20.6026992798, -96.7975006104 19.4750995636)",PAZ -> JAL,89.01537132647255 mi
"LINESTRING (-98.3713989258 19.1581001282, -99.072098 19.4363)",PBC -> MEX,49.57245392169494 mi
"LINESTRING (69.65720367429999 21.6487007141, 70.27040100097656 21.317100524902344)",PBD -> IXK,45.59882702965091 mi
"LINESTRING (-91.9356 34.1731, -92.2242965698 34.729400634799994)",PBF -> LIT,41.80863823143228 mi
"LINESTRING (-73.46810150146484 44.650901794433594, -73.15329742429999 44.471900939899996)",PBG -> BTV,19.827775587432143 mi
"LINESTRING (89.42459869380001 27.403200149499998, 90.7471 27.5622)",PBH -> BUT,81.80574654080365 mi
"LINESTRING (-80.09559631347656 26.68320083618164, -80.08509827 26.59300041)",PBI -> LNA,6.265951188635333 mi
"LINESTRING (168.257003784 -16.438999176, 168.158996582 -16.584199905400002)",PBJ -> LNB,11.950038875718427 mi
"LINESTRING (-68.072998046875 10.480500221252441, -67.64942169189453 10.249978065490723)",PBL -> MYC,32.901343454117175 mi
"LINESTRING (-55.1878013611 5.4528298377999995, -54.05009841918945 5.512720108032227)",PBM -> ABN,78.35824338262017 mi
"LINESTRING (13.76550006866455 -10.722000122070312, 13.84749984741211 -11.167900085449219)",PBN -> NDD,31.307197702932513 mi
"LINESTRING (117.745002747 -23.1711006165, 117.275 -22.54)",PBO -> OCM,52.885730505983545 mi
"LINESTRING (-85.37079620361328 9.856109619140625, -85.65299987790002 9.976490020750001)",PBP -> NOB,20.930897329592 mi
"LINESTRING (-61.179100036621094 -11.641599655151367, -61.4508 -11.496)",PBQ -> OAL,20.96310127902673 mi
"LINESTRING (-88.583801 15.7309, -86.852997 15.7425)",PBR -> LCE,115.10841949853855 mi
"LINESTRING (97.42630004882812 27.32990074157715, 97.35189819335938 25.38360023498535)",PBU -> MYT,134.556726204695 mi
"LINESTRING (23.3287234306 -34.0881601675, 22.378902 -34.0056)",PBZ -> GRJ,54.67543235013927 mi
"LINESTRING (106.76499938964844 -6.3369598388671875, 106.65599823 -6.1255698204)",PCB -> CGK,16.41286575356894 mi
"LINESTRING (-91.12370300293 43.019298553467, -90.70950317 42.40200043)",PCD -> DBQ,47.55371070223014 mi
"LINESTRING (27.0818996429 -26.670999527, 26.718000411987305 -26.8710994720459)",PCF -> KXE,26.364258403200253 mi
"LINESTRING (-74.57430267333984 -8.37794017791748, -72.7695007324 -7.59990978241)",PCL -> CZS,134.68327260281356 mi
"LINESTRING (173.95599365234 -41.346099853516, 173.8699951171875 -41.5182991027832)",PCN -> BHE,12.70463372666724 mi
"LINESTRING (7.411739826202393 1.6629400253295898, 9.412280082699999 0.458600014448)",PCP -> LBV,161.31772359368617 mi
"LINESTRING (101.9 21.6475, 101.400002 20.966999)",PCQ -> LXG,56.97924419679418 mi
"LINESTRING (-67.4932 6.18472, -66.16280364990234 7.625510215759277)",PCR -> CXA,135.0458275058327 mi
"LINESTRING (-41.52370071411133 -7.0620598793029785, -43.077301025390625 -6.8463897705078125)",PCS -> FLB,107.59171345911668 mi
"LINESTRING (-67.9062 3.85353, -67.4932 6.18472)",PDA -> PCR,163.5602774827369 mi
"LINESTRING (100.280998 -0.786917, 99.430496 1.4001)",PDG -> AEG,162.1326230348185 mi
"LINESTRING (-84.3020019531 33.8755989075, -84.51629639 33.91540146)",PDK -> MGE,12.59413882048261 mi
"LINESTRING (-25.6979007721 37.7411994934, -28.029800415039062 39.092201232910156)",PDL -> GRW,156.99379704546462 mi
"LINESTRING (103.87999725341797 -3.2860701084136963, 102.338997 -3.8637)",PDO -> BKS,113.51393722895045 mi
"LINESTRING (-55.09429931640625 -34.855098724365234, -56.0308 -34.838402)",PDP -> MVD,53.11601458957248 mi
"LINESTRING (-100.535004 28.627399, -100.778002 29.359501)",PDS -> DLF,52.67250982712213 mi
"LINESTRING (-118.841003418 45.695098877, -118.288002 46.09489822)",PDT -> ALW,38.34351829331576 mi
"LINESTRING (-58.0619010925293 -32.36330032348633, -58.6131 -33.0103)",PDU -> GHU,55.0074919519112 mi
"LINESTRING (24.8508 42.067799, 24.619199752807617 40.913299560546875)",PDV -> KVA,80.66456933878817 mi
"LINESTRING (-122.5979996 45.58869934, -122.949997 45.540401)",PDX -> HIO,17.351141028288726 mi
"LINESTRING (137.962875366 -35.7558462874, 137.52099609375 -35.71390151977539)",PEA -> KGC,24.951931547111922 mi
"LINESTRING (15.73859977722168 50.01340103149414, 16.694400787353516 49.15129852294922)",PED -> BRQ,73.35709903835729 mi
"LINESTRING (56.021198272705 57.914501190186, 53.45750045776367 56.82809829711914)",PEE -> IJK,121.46414254684933 mi
"LINESTRING (13.774443626399998 54.1577796936, 13.3255558014 54.3833312988)",PEF -> GTI,23.8935527159352 mi
"LINESTRING (12.5132 43.095901, 13.3623 43.616299)",PEG -> AOI,55.789402930495356 mi
"LINESTRING (-61.8576 -35.8446, -63.7583007812 -35.6962013245)",PEH -> GPO,107.04487054993018 mi
"LINESTRING (-75.7395 4.81267, -75.4647 5.0296)",PEI -> MZL,24.13529602567287 mi
"LINESTRING (116.58499908447266 40.080101013183594, 116.38800048828125 39.782798767089844)",PEK -> NAY,23.041394480532084 mi
"LINESTRING (-69.2285995483 -12.6135997772, -68.7829971313 -11.040399551400002)",PEM -> CIJ,112.79842804417338 mi
"LINESTRING (100.2770004272461 5.297140121459961, 100.39099884033203 5.4659199714660645)",PEN -> BWH,14.053126624781184 mi
"LINESTRING (-103.51100158691 31.382400512695, -103.200996399 31.779600143399996)",PEQ -> INK,32.95667668184055 mi
"LINESTRING (115.96700286865234 -31.94029998779297, 115.88099670410156 -32.09749984741211)",PER -> JAD,11.97332157900952 mi
"LINESTRING (34.154701232910156 61.88520050048828, 35.7333335876 65.0299987793)",PES -> CSH,222.66885698304623 mi
"LINESTRING (-52.327702 -31.718399, -54.112201690674 -31.39049911499)",PET -> BGX,107.48136918851722 mi
"LINESTRING (-83.781197 15.2622, -84.352203 15.4722)",PEU -> AHS,40.71570416985652 mi
"LINESTRING (18.240996 45.990898, 19.261093 47.42976)",PEV -> BUD,110.53886930884207 mi
"LINESTRING (71.51460266113281 33.993900299072266, 72.4009017944 33.8690986633)",PEW -> ATG,51.53588749496446 mi
"LINESTRING (57.13079833984375 65.12110137939453, 60.110321044921875 66.0548324584961)",PEX -> INA,106.7599427643178 mi
"LINESTRING (45.02109909057617 53.110599517822266, 47.7456016541 51.8582992554)",PEZ -> BWO,143.61053757379838 mi
"LINESTRING (-52.326599 -28.243999, -52.2682991027832 -27.66189956665039)",PFB -> ERM,40.37672152571622 mi
"LINESTRING (-23.965 65.555801, -23.546199798583984 65.64129638671875)",PFJ -> BIU,13.334345853589564 mi
"LINESTRING (-85.6828 30.212099, -85.57540130619999 30.0695991516)",PFN -> PAM,11.752591853334772 mi
"LINESTRING (32.48569869995117 34.71799850463867, 32.9879 34.590401)",PFO -> AKT,29.873959887676797 mi
"LINESTRING (47.881500244141 39.60359954834, 47.7125 40.826667)",PFQ -> GBB,84.97581096569034 mi
"LINESTRING (20.590124 -4.329919, 18.785600662231445 -5.035769939422607)",PFR -> KKW,133.4926317722654 mi
"LINESTRING (-111.447998 36.92610168, -112.14700317382812 35.95240020751953)",PGA -> GCN,77.69016001486546 mi
"LINESTRING (-81.9905014 26.92020035, -81.86329650879999 26.58659935)",PGD -> FMY,24.349348152819054 mi
"LINESTRING (2.8706700801849365 42.74039840698242, 2.3063199520111084 43.215999603271484)",PGF -> CCF,43.51650926962876 mi
"LINESTRING (79.47370147705078 29.03339958190918, 79.45079803470001 28.4221000671)",PGH -> BEK,42.25997653548846 mi
"LINESTRING (106.138999939 -2.16219997406, 103.87999725341797 -3.2860701084136963)",PGK -> PDO,174.17310129588353 mi
"LINESTRING (52.737701 27.379601, 53.18880081179999 27.3726997375)",PGU -> LFM,27.681785843169443 mi
"LINESTRING (-77.38529968 35.6352005, -77.049797058105 35.570499420166)",PGV -> OCW,19.37091833809703 mi
"LINESTRING (0.815555989742279 45.19810104370117, 0.5186110138893127 44.82529830932617)",PGX -> EGC,29.561564204090875 mi
"LINESTRING (-50.1441 -25.1847, -49.23199844359999 -25.4050998688)",PGZ -> BFH,58.978168686999574 mi
"LINESTRING (108.952003479 11.6335000992, 109.21900177001953 11.998200416564941)",PHA -> CXR,31.000470685123517 mi
"LINESTRING (-41.73199844359999 -2.89374995232, -38.53260040283203 -3.776279926300049)",PHB -> FOR,228.95235789498048 mi
"LINESTRING (6.94959020614624 5.0154900550842285, 8.347200393676758 4.976019859313965)",PHC -> CBQ,96.2383966320139 mi
"LINESTRING (-81.419700622559 40.470901489258, -81.44219970703125 40.916099548339844)",PHD -> CAK,30.783130190571516 mi
"LINESTRING (118.625999451 -20.3777999878, 116.773002625 -20.712200164799995)",PHE -> KTA,122.09321745670215 mi
"LINESTRING (-76.49299622 37.13190079, -76.60880279540001 37.132499694799996)",PHF -> FAF,6.379328309810736 mi
"LINESTRING (-80.69339752 26.78499985, -80.1076965332 26.3784999847)",PHK -> BCT,45.810799928311354 mi
"LINESTRING (-75.24109649658203 39.87189865112305, -75.2650985718 40.1375007629)",PHL -> BBX,18.3954514328465 mi
"LINESTRING (-82.52890015 42.9109993, -82.836919 42.613463)",PHN -> MTC,25.82187148447808 mi
"LINESTRING (100.27899932861328 16.782899856567383, 101.72200012207031 17.43910026550293)",PHS -> LOE,105.52546415366048 mi
"LINESTRING (31.1553993225 -23.937200546299998, 31.0487003326 -24.368600845299998)",PHW -> HDS,30.55684026317581 mi
"LINESTRING (-112.01200103759766 33.43429946899414, -112.083000183 33.6883010864)",PHX -> DVT,18.01980008787824 mi
"LINESTRING (101.194999695 16.6760005951, 100.27899932861328 16.782899856567383)",PHY -> PHS,61.059748951569716 mi
"LINESTRING (-89.6932983398 40.664199829100006, -88.91590118 40.47710037)",PIA -> BMI,42.799887704487034 mi
"LINESTRING (-89.33709716796875 31.467100143432617, -89.25279999 31.26479912)",PIB -> HBG,14.836181320681007 mi
"LINESTRING (-77.30000305175781 25.08300018310547, -77.46620178219999 25.0389995575)",PID -> NAS,10.837438351829608 mi
"LINESTRING (-82.68740082 27.91020012, -82.7586975098 27.9766998291)",PIE -> CLW,6.328515770537257 mi
"LINESTRING (120.48200225830078 22.700199127197266, 120.3499984741211 22.57710075378418)",PIF -> KHH,11.966745790235413 mi
"LINESTRING (-112.59600067138672 42.9098014831543, -112.070999 43.514599)",PIH -> IDA,49.44853309753367 mi
"LINESTRING (-4.586669921875 55.5093994140625, -3.372499942779541 55.95000076293945)",PIK -> EDI,56.19780670086851 mi
"LINESTRING (-58.318026 -26.881224, -58.2281 -26.2127)",PIL -> FMA,46.52427133411898 mi
"LINESTRING (-84.8824005127 32.8406982422, -85.072601 33.0089)",PIM -> LGC,16.023327939043032 mi
"LINESTRING (-56.777198791503906 -2.6730198860168457, -55.83620071411133 -1.7140799760818481)",PIN -> ORX,92.79532762937463 mi
"LINESTRING (-76.22029876708984 -13.74489974975586, -74.9615020752 -14.854000091600001)",PIO -> NZC,113.90992030209296 mi
"LINESTRING (-157.572006226 57.5803985596, -157.375 58.1855010986)",PIP -> EGX,42.43065735821725 mi
"LINESTRING (-100.2860031 44.38270187, -100.4079971 45.54650116)",PIR -> MBG,80.63248924997002 mi
"LINESTRING (0.30666598677635193 46.58769989013672, -0.394529 46.313477)",PIS -> NIT,38.38233061365431 mi
"LINESTRING (-80.23290253 40.49150085, -79.9301986694336 40.354400634765625)",PIT -> AGC,18.526991424925686 mi
"LINESTRING (-80.61640167239999 -5.20574998856, -79.94100189210002 -4.37823009491)",PIU -> MRR,73.69987351683862 mi
"LINESTRING (-97.16419982910156 55.58890151977539, -96.50969696039999 56.0374984741)",PIW -> KES,40.079386910830955 mi
"LINESTRING (-28.441299 38.554298, -28.715900421142578 38.519901275634766)",PIX -> HOR,15.030118840268951 mi
"LINESTRING (-163.0050049 69.73290253, -159.994995117 70.6380004883)",PIZ -> AIN,94.21984144140772 mi
"LINESTRING (23.068899154663086 67.24559783935547, 24.846799850464 67.700996398926)",PJA -> KTT,56.60914320029584 mi
"LINESTRING (-55.83000183105469 -22.639999389648438, -54.926601 -22.2019)",PJC -> DOU,65.15877503715046 mi
"LINESTRING (64.13249969482422 26.954500198364258, 64.58599853519999 25.274700164799995)",PJG -> ORW,119.42534619129654 mi
"LINESTRING (-83.30000305175781 8.533329963684082, -83.18219757080078 8.654009819030762)",PJM -> GLF,11.588849129317083 mi
"LINESTRING (-161.7779999 60.70289993, -161.8379974 60.77980042)",PKA -> BET,5.6865649898427035 mi
"LINESTRING (-81.43920135498047 39.34510040283203, -82.23139953610001 39.2109985352)",PKB -> ATO,43.3714884061078 mi
"LINESTRING (158.45399475097656 53.16790008544922, 150.72000122070312 59.9109992980957)",PKC -> GDX,550.4534666411317 mi
"LINESTRING (148.238998413 -33.131401062, 147.934998 -33.363602)",PKE -> FRB,23.790281268281714 mi
"LINESTRING (100.5530014038086 4.244719982147217, 101.09200286865234 4.567969799041748)",PKG -> IPH,43.331271850128864 mi
"LINESTRING (23.1478 37.297501, 23.726101 37.893299)",PKH -> HEW,51.932196115921684 mi
"LINESTRING (95.11125 21.4043, 94.9301986694336 21.178800582885742)",PKK -> NYU,19.4579903631498 mi
"LINESTRING (111.672996521 -2.70519995689, 109.96299743652344 -1.816640019416809)",PKN -> KTG,133.06714789652438 mi
"LINESTRING (2.609679937362671 9.35768985748291, 1.091249942779541 9.767330169677734)",PKO -> LRL,107.25825724169174 mi
"LINESTRING (-138.81300354003906 -14.809499740600586, -140.88699340820312 -15.819899559020996)",PKP -> FGU,154.84043231348497 mi
"LINESTRING (83.98210144042969 28.200899124145508, 83.66629791259766 28.212799072265625)",PKR -> BGL,19.246513691145225 mi
"LINESTRING (129.5290069580078 -14.25, 128.707992554 -15.7781000137)",PKT -> KNX,118.95169564596661 mi
"LINESTRING (101.44499969482422 0.46078601479530334, 102.135 -1.1278)",PKU -> BUU,119.66768662995128 mi
"LINESTRING (28.395599365234375 57.78390121459961, 26.6650009155 55.944721221900004)",PKV -> DGP,142.8896462326852 mi
"LINESTRING (27.8288 -22.0583, 27.47450065612793 -21.15959930419922)",PKW -> FRW,66.13439001923084 mi
"LINESTRING (116.41092 39.509945, 116.38800048828125 39.782798767089844)",PKX -> NAY,18.891976477910443 mi
"LINESTRING (113.943000793 -2.22513008118, 114.76300048828125 -3.4423599243164062)",PKY -> BDJ,101.36786860366567 mi
"LINESTRING (105.78099822998047 15.132100105285645, 106.821699142 14.814715357)",PKZ -> AOU,72.84387085153102 mi
"LINESTRING (-85.481399536133 9.8705101013184, -85.37079620361328 9.856109619140625)",PLD -> PBP,7.594542396511169 mi
"LINESTRING (-4.10583 50.422798, -3.4138898849487305 50.73440170288086)",PLH -> EXT,37.21863586201735 mi
"LINESTRING (-59.98630142211914 -3.1460399627685547, -60.04970169067383 -3.0386099815368652)",PLL -> MAO,8.615758313395899 mi
"LINESTRING (104.69999694824 -2.8982501029968, 103.87999725341797 -3.2860701084136963)",PLM -> PDO,62.59958206607414 mi
"LINESTRING (-84.79669952 45.57089996, -84.7035980225 45.013500213600004)",PLN -> GLR,38.777984344972175 mi
"LINESTRING (135.880004883 -34.6053009033, 138.531006 -34.945)",PLO -> ADL,152.26894151401535 mi
"LINESTRING (-78.1417007446289 8.406669616699219, -77.3 8.51667)",PLP -> ACD,58.02340172015558 mi
"LINESTRING (21.093900680541992 55.973201751708984, 21.242799758900002 55.7118988037)",PLQ -> KLJ,18.95603342918441 mi
"LINESTRING (-72.26589965820312 21.77359962463379, -71.939598 21.9175)",PLS -> NCA,23.1684222876377 mi
"LINESTRING (-43.950599670410156 -19.851200103759766, -43.97194290161133 -19.62444305419922)",PLU -> CNF,15.728939016771967 mi
"LINESTRING (34.39720153808594 49.568599700927734, 35.10060119628906 48.357200622558594)",PLV -> DNK,89.57537603701059 mi
"LINESTRING (119.91000366210938 -0.9185420274734497, 116.893997192 -1.26827001572)",PLW -> BPN,209.74653979658947 mi
"LINESTRING (80.234398 50.351295, 75.21499633789062 51.590999603271484)",PLX -> EKB,234.526829121894 mi
"LINESTRING (25.6173000336 -33.9849014282, 27.279100418099997 -32.8970985413)",PLZ -> BIY,121.77165921583003 mi
"LINESTRING (39.8114013671875 -5.257259845733643, 39.594200134277344 -4.034830093383789)",PMA -> MBA,85.7769034689445 mi
"LINESTRING (-97.2407989502 48.9425010681, -97.176102 47.949299)",PMB -> GFK,68.68842124712768 mi
"LINESTRING (-73.09400177001953 -41.438899993896484, -73.715693 -42.340388)",PMC -> MHC,70.01570619646782 mi
"LINESTRING (-118.0849991 34.62939835, -117.884003 34.905399)",PMD -> EDW,22.221947039107228 mi
"LINESTRING (10.2964 44.824501, 11.2887 44.5354)",PMF -> BLQ,52.68391114691237 mi
"LINESTRING (-55.702598571777344 -22.54960060119629, -55.83000183105469 -22.639999389648438)",PMG -> PJC,10.250043854863964 mi
"LINESTRING (-82.84729766850002 38.8404998779, -82.55799866 38.36669922)",PMH -> HTS,36.272697474896496 mi
"LINESTRING (2.73881006241 39.551700592, 4.218649864196777 39.86259841918945)",PMI -> MAH,81.54076581599212 mi
"LINESTRING (146.58099365234375 -18.755300521850586, 146.13999939 -17.9416999817)",PMK -> DKI,63.21810925014397 mi
"LINESTRING (-160.561004639 56.0060005188, -161.16000366211 56.007499694824)",PML -> NLG,23.13959863177528 mi
"LINESTRING (13.091 38.175999, 14.607182 36.994601)",PMO -> CIY,116.42123871059016 mi
"LINESTRING (-70.978699 -46.537899, -71.6874008178711 -46.58330154418945)",PMQ -> CCH,33.814858973983696 mi
"LINESTRING (175.61700439453125 -40.32059860229492, 175.38800048828125 -40.20600128173828)",PMR -> OHA,14.438791609592952 mi
"LINESTRING (38.316898 34.5574, 40.175999 35.2854)",PMS -> DEZ,116.71537499940993 mi
"LINESTRING (-63.96659851074219 10.912603378295898, -63.98159 10.794432)",PMV -> ICC,8.22807413518528 mi
