WKT,name,description
"LINESTRING (-40.8630981445 -14.8627996445, -39.033199310303 -14.815999984741)",VDC -> IOS,122.26069675085199 mi
"LINESTRING (-17.887100219726562 27.814800262451172, -17.214599609375 28.029600143432617)",VDE -> GMZ,43.65653333190586 mi
"LINESTRING (106.590556 17.515, 104.64299774169922 17.383800506591797)",VDH -> KOP,128.691472516608 mi
"LINESTRING (-82.371200561523 32.192699432373, -82.39550018310001 31.2490997314)",VDI -> AYS,65.21280622181544 mi
"LINESTRING (-63.0004 -40.8692, -65.0343 -40.7512)",VDM -> OES,106.6741095211485 mi
"LINESTRING (-65.9935836792 9.22202777863, -67.4170913696289 8.92465591430664)",VDP -> CLZ,99.27461162196198 mi
"LINESTRING (-65.1463012695 -31.9451999664, -64.208 -31.323601)",VDR -> COR,69.9380724818093 mi
"LINESTRING (29.844699859619 70.065299987793, 29.891300201416 69.725799560547)",VDS -> KKN,23.48356728472929 mi
"LINESTRING (76.6349472222 15.1749666667, 76.88279724121094 15.162799835205078)",VDY -> BEP,16.549680890568837 mi
"LINESTRING (-146.2480011 61.13389969, -145.4779968 60.4917984)",VDZ -> CDV,51.39409474418803 mi
"LINESTRING (-146.365997314 67.0086975098, -145.25 66.57150268554688)",VEE -> FYU,42.8469985133622 mi
"LINESTRING (-109.5100021 40.4408989, -110.406997681 41.3918991089)",VEL -> FBR,80.68981402435571 mi
"LINESTRING (-96.1873016357 19.1459007263, -96.7975006104 19.4750995636)",VER -> JAL,45.831621294836154 mi
"LINESTRING (-20.278900146484375 63.42430114746094, -21.9405994415 64.1299972534)",VEY -> RKV,70.3607435195618 mi
"LINESTRING (25.839000701904297 -18.09589958190918, 25.82270050048828 -17.821800231933594)",VFA -> LVI,18.968926366998655 mi
"LINESTRING (80.79679870605469 16.530399322509766, 81.81819915770001 17.1103992462)",VGA -> RJA,78.54535129388006 mi
"LINESTRING (39.944400787353516 59.282501220703125, 38.92940139770508 58.10419845581055)",VGD -> RYB,89.19473421689564 mi
"LINESTRING (-8.62677001953125 42.2318000793457, -8.415140151977539 42.89630126953125)",VGO -> SCQ,47.15925319864761 mi
"LINESTRING (-115.19400024414 36.21070098877, -115.033996582 36.2361984253)",VGT -> LSV,9.09085674404682 mi
"LINESTRING (-76.6056 0.978767, -76.5008 0.505228)",VGZ -> PUU,33.51030244293613 mi
"LINESTRING (20.431900024414062 -9.689069747924805, 20.7320861816 -8.445727348330001)",VHC -> LBZ,88.31539658538983 mi
"LINESTRING (16.833599090576172 64.5791015625, 17.69659996032715 64.96089935302734)",VHM -> SQO,36.63151949131694 mi
"LINESTRING (120.26916503906 63.458057403564, 118.336998 63.294998)",VHV -> NYR,60.874467103472654 mi
"LINESTRING (3.4037399291992188 46.169700622558594, 3.1691699028 45.7867012024)",VHY -> CFE,28.76011708549538 mi
"LINESTRING (-138.85299682617188 -18.780000686645508, -138.77200317382812 -19.28499984741211)",VHZ -> NUK,35.291222081628696 mi
"LINESTRING (11.5295 45.573399, 11.8479 45.395802)",VIC -> QPA,19.709668948562918 mi
"LINESTRING (16.569700241089 48.110298156738, 17.21269989013672 48.17020034790039)",VIE -> BTS,29.93430077420977 mi
"LINESTRING (-71.672668 8.624139, -71.161041 8.582078)",VIG -> MRD,35.07325721660395 mi
"LINESTRING (105.67099762 18.7376003265, 106.590556 17.515)",VII -> VDH,103.83566440491535 mi
"LINESTRING (-64.42749786376953 18.446399688720703, -64.54299926757812 18.444799423217773)",VIJ -> EIS,7.571271784726558 mi
"LINESTRING (-15.932 23.7183, -17.030000686645508 20.9330997467041)",VIL -> NDB,204.83414894980334 mi
"LINESTRING (28.613778 49.242531, 26.933399 49.359699)",VIN -> HMJ,76.13967681059995 mi
"LINESTRING (31.058399200439453 -29.770599365234375, 31.1197222222 -29.6144444444)",VIR -> DUR,11.399931591176331 mi
"LINESTRING (-119.392997742 36.3186988831, -119.9520035 36.33300018)",VIS -> NLC,31.133493385184092 mi
"LINESTRING (-2.7244699001312256 42.8828010559082, -1.6463299989700317 42.77000045776367)",VIT -> PNA,55.1871991150366 mi
"LINESTRING (-40.286388 -20.258057, -40.491901397700005 -20.646499633800005)",VIX -> GUZ,29.95579813579164 mi
"LINESTRING (2.1916667 48.7741667, 2.1061899662017822 48.75189971923828)",VIY -> TNF,4.18602810335426 mi
"LINESTRING (105.132379532 9.95802997234, 105.711997986 10.085100174)",VKG -> VCA,40.40265021139871 mi
"LINESTRING (37.2615013123 55.5914993286, 37.507222 55.511667)",VKO -> OSF,11.075088801245673 mi
"LINESTRING (63.993099212646484 67.48860168457031, 66.61100006103516 66.5907974243164)",VKT -> SLY,93.93803970033623 mi
"LINESTRING (-0.481625 39.4893, -1.8635200262099998 38.9485015869)",VLC -> ABC,82.87281767236065 mi
"LINESTRING (-83.27670288085938 30.782499313354492, -83.1930007935 30.9678001404)",VLD -> VAD,13.731734434701165 mi
"LINESTRING (-57.0292 -37.2354, -56.7218 -36.5423)",VLG -> SST,50.81269203205838 mi
"LINESTRING (168.32000732422 -17.699300765991, 168.343002319 -17.0902996063)",VLI -> EAE,42.105689345774294 mi
"LINESTRING (42.07279968261719 47.682098388671875, 39.924722 47.493888)",VLK -> ROV,100.94035154613262 mi
"LINESTRING (-4.85194015503 41.7061004639, -3.62076 42.357601)",VLL -> RGS,77.57928881178005 mi
"LINESTRING (-63.4056015015 -21.255199432399998, -63.65169906616211 -21.960899353027344)",VLM -> BYC,51.258421811336994 mi
"LINESTRING (-67.92839813232422 10.14973258972168, -67.64942169189453 10.249978065490723)",VLN -> MYC,20.195867944587228 mi
"LINESTRING (-51.1422233581543 -9.979443550109863, -51.5635986328125 -10.634400367736816)",VLP -> CFO,53.55747874865318 mi
"LINESTRING (-70.75599670410156 -28.596399307250977, -70.7791976929 -27.2611999512)",VLR -> CPO,92.26526112200214 mi
"LINESTRING (168.177001953 -16.796100616500002, 168.343002319 -17.0902996063)",VLS -> EAE,23.099429667027078 mi
"LINESTRING (30.60810089111328 56.381099700927734, 28.395599365234375 57.78390121459961)",VLU -> PKV,127.64209150441745 mi
"LINESTRING (-70.58406066894531 9.34047794342041, -70.06521606445312 10.175602912902832)",VLV -> VCR,67.65914737878393 mi
"LINESTRING (-4.53533983231 53.2481002808, -4.623889923095703 54.08330154418945)",VLY -> IOM,57.82120882670809 mi
"LINESTRING (-65.3873977661 -33.7299003601, -66.3563995361 -33.2732009888)",VME -> LUQ,64.12965730020866 mi
"LINESTRING (144.819900513 -7.49686002731, 144.2500762939453 -7.424379825592041)",VMU -> KRI,39.35808542725168 mi
"LINESTRING (106.410698891 15.709439207700001, 105.78099822998047 15.132100105285645)",VNA -> PKZ,57.88265985391285 mi
"LINESTRING (-82.440299987793 27.071599960327, -82.55439758300781 27.39539909362793)",VNC -> SRQ,23.444989798195845 mi
"LINESTRING (-2.718559980392456 47.72330093383789, -3.440000057220459 47.76060104370117)",VNE -> LRT,33.61962250397417 mi
"LINESTRING (25.285801 54.634102, 24.084800720214844 54.96390151977539)",VNO -> KUN,52.98410080667869 mi
"LINESTRING (82.8592987061 25.4524002075, 81.73390197753906 25.440099716186523)",VNS -> IXD,70.21977637525178 mi
"LINESTRING (21.5442008972 57.35779953, 21.096900939941406 56.51750183105469)",VNT -> LPX,60.45791042839134 mi
"LINESTRING (35.31330108642578 -22.018400192260742, 35.40850067138672 -23.876399993896484)",VNX -> INH,128.51961287353313 mi
"LINESTRING (-118.48999786377 34.209800720215, -118.35900115966797 34.20069885253906)",VNY -> BUR,7.511892149016363 mi
"LINESTRING (14.3958 50.216599, 15.73859977722168 50.01340103149414)",VOD -> PED,61.12795665265336 mi
"LINESTRING (44.34550094604492 48.782501220703125, 42.07279968261719 47.682098388671875)",VOG -> VLK,129.3037930796792 mi
"LINESTRING (50.00279998779297 -13.375800132751465, 50.17470169067383 -14.278599739074707)",VOH -> SVB,63.435332262996035 mi
"LINESTRING (-90.253402709961 43.938999176025, -89.83899688720001 44.3602981567)",VOK -> ISW,35.62908444843515 mi
"LINESTRING (22.794300079345703 39.219600677490234, 22.4655 39.650253)",VOL -> LRA,34.543579306621005 mi
"LINESTRING (39.22959899902344 51.81420135498047, 39.53779983520508 52.70280075073242)",VOZ -> LPK,62.76517819992173 mi
"LINESTRING (15.683799743700002 -17.0435009003, 15.9526 -17.878201)",VPE -> OND,60.33268270490024 mi
"LINESTRING (-14.850600242614746 65.72059631347656, -15.335599899291992 66.21849822998047)",VPN -> THO,37.00951172372975 mi
"LINESTRING (-86.525398 30.4832, -86.47149658 30.40010071)",VPS -> DSI,6.578481015294232 mi
"LINESTRING (33.42900085449219 -19.15130043029785, 32.627201080322 -18.997499465942)",VPY -> UTA,53.4253843299957 mi
"LINESTRING (-87.00710297 41.45399857, -86.8211975098 41.703300476100004)",VPZ -> MGC,19.723987049902092 mi
"LINESTRING (-81.876701355 30.2187004089, -81.51439666750001 30.3362998962)",VQQ -> CRG,23.09499357305572 mi
"LINESTRING (-65.4226989746 18.115800857500002, -64.79859924316406 17.701900482177734)",VQS -> STX,50.014822639683835 mi
"LINESTRING (-81.435302734375 23.034400939941406, -81.9208984375 22.756099700927734)",VRA -> QSN,36.401722310917016 mi
"LINESTRING (-80.417901 27.6556, -80.36830139 27.49510002)",VRB -> FPR,11.49813404845389 mi
"LINESTRING (124.20600128173828 13.576399803161621, 123.735 13.1575)",VRC -> LGP,42.89743046280483 mi
"LINESTRING (18.5447998046875 -31.641000747680664, 18.1602993011 -32.968898773199996)",VRE -> SDB,94.45742579573272 mi
"LINESTRING (27.868600845337 62.171100616455, 27.797800064087 63.007099151611)",VRK -> KUO,57.80643847728563 mi
"LINESTRING (-7.72047 41.2743, -8.445139884949999 41.5871009827)",VRL -> BGZ,43.31728436578061 mi
"LINESTRING (10.8885 45.395699, 10.3306 45.428902)",VRN -> VBS,27.15743505200537 mi
"LINESTRING (-81.3015975952 23.1240005493, -81.435302734375 23.034400939941406)",VRO -> VRA,10.51457816154973 mi
"LINESTRING (24.7287998199 -26.9824008942, 23.411399841308594 -27.45669937133789)",VRU -> KMH,87.32607118394489 mi
"LINESTRING (12.727257 67.654555, 12.103300094604 67.527801513672)",VRY -> RET,18.622501208156027 mi
"LINESTRING (-92.81739807128906 17.996999740600586, -92.530097961426 16.690299987793)",VSA -> SZT,92.25203634402766 mi
"LINESTRING (-7.88899 40.725498, -7.72047 41.2743)",VSE -> VRL,38.92389662092362 mi
"LINESTRING (39.3740997314 48.4174003601, 39.924722 47.493888)",VSG -> ROV,68.70749752844334 mi
"LINESTRING (16.63360023498535 59.58940124511719, 16.70840072631836 59.35110092163086)",VST -> EKT,16.67314228018219 mi
"LINESTRING (30.349599838257 55.126499176025, 30.09510040283203 53.954898834228516)",VTB -> MVQ,81.59073664330863 mi
"LINESTRING (102.56300354 17.988300323500003, 102.788002014 17.386400222800003)",VTE -> UTH,44.146446607965046 mi
"LINESTRING (35.012298584 31.208299636799996, 34.722999572754 31.287000656128)",VTM -> BEV,17.93342166459607 mi
"LINESTRING (-100.5479965 42.85779953, -100.6839981 41.12620163)",VTN -> LBF,119.84681099257251 mi
"LINESTRING (-76.93579864501953 20.987600326538086, -76.31510162353516 20.785600662231445)",VTU -> HOG,42.42952444508959 mi
"LINESTRING (83.2245025635 17.721200943, 82.552001953125 18.8799991607666)",VTZ -> PYB,91.41490874615731 mi
"LINESTRING (-73.2495 10.435, -72.4901 11.2325)",VUP -> MCJ,75.44589713618585 mi
"LINESTRING (46.2599983215332 60.788299560546875, 46.6974983215332 61.235801696777344)",VUS -> KSZ,34.21445741239145 mi
"LINESTRING (-73.6138 4.16787, -73.5627 4.07607)",VVC -> API,7.254866109683506 mi
"LINESTRING (-63.135399 -17.6448, -63.1715011597 -17.8115997314)",VVI -> SRZ,11.767246696188879 mi
"LINESTRING (132.1479949951172 43.39899826049805, 131.193 45.293)",VVO -> JXA,139.109082682895 mi
"LINESTRING (8.62265014648 26.7234992981, 9.64291 28.0515)",VVZ -> IAM,111.07138354239785 mi
"LINESTRING (35.2663 -13.274, 34.9197006226 -14.083600044299999)",VXC -> MYZ,60.58504657321557 mi
"LINESTRING (-25.055299758911133 16.833200454711914, -24.284700393676758 16.58839988708496)",VXE -> SNE,53.72712231278199 mi
"LINESTRING (14.727999687194824 56.929100036621094, 15.265000343323 56.266700744629)",VXO -> RNB,50.11864799385137 mi
"LINESTRING (121.69333648682 63.75666809082, 120.26916503906 63.458057403564)",VYI -> VHV,48.36196663052024 mi
"LINESTRING (-89.153099 41.351898, -88.17549896 41.51779938)",VYS -> JOT,51.92094041118777 mi
"LINESTRING (-168.095 65.622593, -167.9219971 65.56310272)",WAA -> TNC,6.425976363528604 mi
"LINESTRING (45.199600219699995 20.504299163800003, 45.619598388671875 20.46470069885254)",WAE -> SLF,27.321737382164144 mi
"LINESTRING (69.57039642333984 32.3046989440918, 69.4636001586914 31.358400344848633)",WAF -> PZH,65.68349907684018 mi
"LINESTRING (175.02499389648438 -39.96220016479492, 175.38800048828125 -40.20600128173828)",WAG -> OHA,25.53454622716461 mi
"LINESTRING (47.993900299072266 -14.898799896240234, 47.76380157470703 -14.62969970703125)",WAI -> HVA,24.12578365629411 mi
"LINESTRING (-75.4664001465 37.9402008057, -75.51029968261719 38.34049987792969)",WAL -> SBY,27.760993147399518 mi
"LINESTRING (48.442583 -17.795378, 47.478802 -18.7969)",WAM -> TNR,93.73266111503773 mi
"LINESTRING (44.614921 -18.701273, 45.273467 -18.80501)",WAQ -> JVA,43.67815752190371 mi
"LINESTRING (140.994 -3.235, 140.779 -3.45)",WAR -> SEH,20.990600188967086 mi
"LINESTRING (-7.0869598388671875 52.187198638916016, -8.491109848022461 51.84130096435547)",WAT -> ORK,64.31544288276835 mi
"LINESTRING (20.967100143399996 52.1656990051, 21.213300705 51.3891983032)",WAW -> RDO,54.67413805814249 mi
"LINESTRING (9.51633 54.459301, 9.378889083862305 54.77333450317383)",WBG -> FLF,22.38378933042524 mi
"LINESTRING (143.89500427246094 -5.6433000564575195, 144.29600524902344 -5.826789855957031)",WBM -> HGU,30.343592439484556 mi
"LINESTRING (-147.406997681 66.362197876, -146.365997314 67.0086975098)",WBQ -> VEE,52.967541657734685 mi
"LINESTRING (-105.225997925 40.0393981934, -105.1169968 39.90879822)",WBU -> BJC,10.711553160664062 mi
"LINESTRING (-75.8511962891 41.2971992493, -75.72339630130001 41.338500976599995)",WBW -> AVP,7.21991983070451 mi
"LINESTRING (-72.6990966796875 -42.93280029296875, -71.8510971069336 -43.18920135498047)",WCH -> FFU,46.32937124058441 mi
"LINESTRING (17.4709 -22.4799, 17.080400466918945 -22.612199783325195)",WDH -> ERS,26.54279987723871 mi
"LINESTRING (-83.66739655 33.98289871, -83.96240234 33.97809982)",WDR -> LZU,16.9055282748321 mi
"LINESTRING (110.907778 32.591667, 111.69499969482422 32.389400482177734)",WDS -> LHK,47.9600910899013 mi
"LINESTRING (119.119003 36.646702, 118.788002014 37.5085983276)",WEF -> DOY,62.284381646118106 mi
"LINESTRING (122.22899627685547 37.18709945678711, 120.374000549 36.2661018372)",WEH -> TAO,120.83650467261253 mi
"LINESTRING (141.925003052 -12.6786003113, 141.72065 -13.354067)",WEI -> AUU,48.65600398816888 mi
"LINESTRING (47.111698150634766 -21.441600799560547, 48.358299255371094 -21.201799392700195)",WFI -> MNJ,81.9298684659215 mi
"LINESTRING (-68.31279754639999 47.2854995728, -68.0178985596 46.871498107899995)",WFK -> CAR,31.792823045553135 mi
"LINESTRING (147.466003418 -35.1652984619, 148.24099731445312 -35.26279830932617)",WGA -> TUM,44.264013288895384 mi
"LINESTRING (148.12600708007812 -30.032800674438477, 147.98399353027344 -29.45669937133789)",WGE -> LHG,40.706681833296486 mi
"LINESTRING (110.642 26.802, 111.610043 26.338661)",WGN -> LLF,67.8491704084751 mi
"LINESTRING (120.302002 -9.66922, 119.244003 -9.40972)",WGP -> TMC,74.28677197870859 mi
"LINESTRING (146.3070068359375 -36.41579818725586, 146.0070037841797 -36.55189895629883)",WGT -> BLN,19.13612935879203 mi
"LINESTRING (31.521577835083008 21.802698135375977, 31.611700058 22.375999450699997)",WHF -> ABS,40.0297427877128 mi
"LINESTRING (176.91400146484375 -37.92060089111328, 176.1959991455078 -37.67190170288086)",WHK -> TRG,42.801983970777904 mi
"LINESTRING (-118.413002014 34.2593002319, -118.35900115966797 34.20069885253906)",WHP -> BUR,5.090265620407474 mi
"LINESTRING (118.408997 31.3906, 118.86199951171875 31.742000579833984)",WHU -> NKG,36.065335423148724 mi
"LINESTRING (-3.09306001663208 58.458900451660156, -2.9049999713897705 58.957801818847656)",WIC -> KOI,35.12555702733635 mi
"LINESTRING (8.325400352478027 50.049800872802734, 8.570556 50.033333)",WIE -> FRA,10.93797689209168 mi
"LINESTRING (175.08599853515625 -36.80889892578125, 174.97300720214844 -37.029701232910156)",WIK -> AMZ,16.48353507525222 mi
"LINESTRING (36.81480026245117 -1.321720004081726, 35.008057 -1.406111)",WIL -> MRE,124.93604913758075 mi
"LINESTRING (143.08599853515625 -22.36359977722168, 144.279998779 -23.4342002869)",WIN -> LRE,106.05245172084126 mi
"LINESTRING (143.375 -31.526399612426758, 141.472000122 -32.0013999939)",WIO -> BHQ,116.5086380050007 mi
"LINESTRING (177.40699768066406 -39.006900787353516, 177.97799682617188 -38.663299560546875)",WIR -> GIS,38.83373803651274 mi
"LINESTRING (-118.2190018 34.74110031, -118.0849991 34.62939835)",WJF -> PMD,10.841162210064576 mi
"LINESTRING (40.091599 1.73324, 39.101398 3.46972)",WJR -> OYL,138.0804539130532 mi
"LINESTRING (127.963858 37.441201, 127.112718 37.444744)",WJU -> SSN,46.6922090599003 mi
"LINESTRING (169.24600219727 -44.722198486328, 169.3730010986328 -45.211700439453125)",WKA -> ALR,34.38676600119671 mi
"LINESTRING (142.41900634765625 -36.32109832763672, 142.17300415039062 -36.669700622558594)",WKB -> HSM,27.692267295255068 mi
"LINESTRING (28.222499847399998 -25.829999923699997, 28.1401004791 -25.986299514799995)",WKF -> GCJ,11.952083148050752 mi
"LINESTRING (26.519791 -18.362967, 27.020999908447266 -18.629899978637695)",WKI -> HWN,37.666097887860474 mi
"LINESTRING (141.800994873 45.4042015076, 142.44700622558594 43.670799255371094)",WKJ -> AKJ,123.92046639663506 mi
"LINESTRING (-158.617996216 59.2826004028, -158.5050049 59.04470062)",WKK -> DLG,16.91758008649248 mi
"LINESTRING (-155.8607 19.9205, -156.045603 19.738783)",WKL -> KOA,17.380412099787446 mi
"LINESTRING (-78.39969635009766 27.266700744628906, -78.695602417 26.5587005615)",WKR -> FPO,52.205333547890184 mi
"LINESTRING (-97.0375976562 37.168598175, -97.21499633790002 37.694499969499994)",WLD -> BEC,37.61767760931053 mi
"LINESTRING (174.804992676 -41.3272018433, 175.63400268554688 -40.97330093383789)",WLG -> MRO,49.57982283197214 mi
"LINESTRING (167.690994263 -15.411999702500001, 167.835006714 -15.472000122099999)",WLH -> RCL,10.448818878280816 mi
"LINESTRING (-159.9859924 66.60009766, -160.43699646 66.9759979248)",WLK -> IAN,28.729857764826463 mi
"LINESTRING (-176.199005127 -13.2383003235, -178.065994263 -14.3114004135)",WLS -> FUT,145.58116488191786 mi
"LINESTRING (48.833284 -15.833049, 47.993900299072266 -14.898799896240234)",WMA -> WAI,85.40589471746905 mi
"LINESTRING (142.44700622558594 -38.2952995300293, 142.06500244140625 -37.64889907836914)",WMB -> HLT,49.271140630683654 mi
"LINESTRING (-117.805999756 40.8965988159, -118.565002441 40.0663986206)",WMC -> LOL,69.86700314975593 mi
"LINESTRING (120.55500030517578 -27.286399841308594, 120.7030029296875 -27.843299865722656)",WME -> LER,39.531936242387104 mi
"LINESTRING (-92.47049713130001 36.3689002991, -92.59030151 36.29090118)",WMH -> FLP,8.574165931021406 mi
"LINESTRING (20.6518 52.451099, 20.967100143399996 52.1656990051)",WMI -> WAW,23.796470478300446 mi
"LINESTRING (49.68830108642578 -15.436699867248535, 50.3202018737793 -14.99940013885498)",WMN -> ANM,51.84426252612912 mi
"LINESTRING (-163.412994385 64.689201355, -163.007003784 64.5504989624)",WMO -> GLV,15.375540136883815 mi
"LINESTRING (47.644164562200004 -16.0722693402, 48.833284 -15.833049)",WMP -> WMA,80.70750477104362 mi
"LINESTRING (49.773799896240234 -16.16390037536621, 49.815799713134766 -17.093900680541992)",WMR -> SMS,64.31766013538711 mi
"LINESTRING (106.33268 27.81638, 105.472097 27.267066)",WMT -> BFJ,64.96282546118152 mi
"LINESTRING (138.957001 -4.10251, 138.6755 -3.6822)",WMX -> BUI,34.92758069596798 mi
"LINESTRING (-161.97900390625 60.69029998779297, -161.8379974 60.77980042)",WNA -> BET,7.805425179325216 mi
"LINESTRING (-89.28919982910156 52.89390182495117, -89.85530090332031 53.01250076293945)",WNN -> KIF,24.94908475320675 mi
"LINESTRING (123.2699966430664 13.58489990234375, 122.9800033569336 14.129199981689453)",WNP -> DTE,42.34144407936187 mi
"LINESTRING (142.66700744628906 -25.41309928894043, 141.809458 -27.405633)",WNR -> BBL,147.54449922573548 mi
"LINESTRING (68.390099 26.2194, 67.71720123291016 26.473100662231445)",WNS -> SYW,45.20119679830015 mi
"LINESTRING (120.851997 27.912201, 121.42900085449219 28.56220054626465)",WNZ -> HYN,57.014210568272205 mi
"LINESTRING (4.34203 51.4491, 4.46027994156 51.1893997192)",WOE -> ANR,18.656169054052913 mi
"LINESTRING (150.78900146484375 -34.561100006103516, 150.53700256347656 -34.94889831542969)",WOL -> NOA,30.374169980808443 mi
"LINESTRING (127.486 39.166801, 127.473999 39.745201)",WOS -> DSO,39.96915212245857 mi
"LINESTRING (119.50277709960938 23.367372512817383, 119.417999268 23.2131004333)",WOT -> CMJ,11.940200048005106 mi
"LINESTRING (47.623587 -15.584286, 47.644164562200004 -16.0722693402)",WPB -> WMP,33.74450258062839 mi
"LINESTRING (-113.997001648 49.520599365200006, -114.25599670410156 48.31050109863281)",WPC -> FCA,84.43348799559786 mi
"LINESTRING (-70.31919860839844 -53.253700256347656, -70.854599 -53.002602)",WPR -> PUQ,28.17255826824883 mi
"LINESTRING (-67.62629699707031 -54.93109893798828, -68.2958 -54.8433)",WPU -> USH,27.290130294893814 mi
"LINESTRING (-83.5919036865 32.6400985718, -83.64920043945312 32.69279861450195)",WRB -> MCN,4.936147255261906 mi
"LINESTRING (174.36500549316406 -35.7682991027832, 175.4720001220703 -36.24140167236328)",WRE -> GBZ,69.97857184983889 mi
"LINESTRING (-132.3699951 56.48429871, -132.9450073 56.80170059)",WRG -> PSG,30.954352616083646 mi
"LINESTRING (-74.59169769 40.0155983, -74.353302 40.03329849)",WRI -> NEL,12.672707360771183 mi
"LINESTRING (-107.95099639892578 43.9656982421875, -109.024002075 44.520198822)",WRL -> COD,65.48743551125662 mi
"LINESTRING (16.885799408 51.1026992798, 15.7986001968 52.138500213600004)",WRO -> IEG,85.42095836746357 mi
"LINESTRING (-2.88306 53.745098, -3.0286099910736084 53.77170181274414)",WRT -> BLK,6.223073567656899 mi
"LINESTRING (-2.95000004768 59.3502998352, -2.9002799987800003 59.351699829100006)",WRY -> PPW,1.7539390050849484 mi
"LINESTRING (81.23519897460001 6.25448989868, 81.124128 6.284467)",WRZ -> HRI,7.904637170718763 mi
"LINESTRING (-106.4029999 32.34149933, -106.9219970703125 32.289398193359375)",WSD -> LRU,30.518643891754316 mi
"LINESTRING (-157.007995605 58.7033996582, -156.6490021 58.67679977)",WSN -> AKN,13.020337034950055 mi
"LINESTRING (-57.185302 5.215277, -57.039398193359375 5.955560207366943)",WSO -> ICK,52.12393567416909 mi
"LINESTRING (-83.96939849853516 14.7391996383667, -84.352203 15.4722)",WSP -> AHS,56.71925082847811 mi
"LINESTRING (134.5061 -2.721, 133.43899536132812 -2.5322399139404297)",WSR -> BXB,74.79894918784892 mi
"LINESTRING (-71.8033981323 41.3496017456, -71.577796936 41.1680984497)",WST -> BID,17.163330498937043 mi
"LINESTRING (148.755 -20.27611, 148.755556 -20.277221)",WSY -> JHQ,0.08480100191900193 mi
"LINESTRING (171.58099365234375 -41.73809814453125, 170.98500061035156 -42.713600158691406)",WSZ -> HKK,73.97788602099818 mi
"LINESTRING (43.972801208496094 -17.47610092163086, 44.033001 -18.049999)",WTA -> MXT,39.8503254804265 mi
"LINESTRING (151.793335 -27.558332, 151.916 -27.542801)",WTB -> TWB,7.590574903216217 mi
"LINESTRING (-162.97500610351562 67.56610107421875, -162.899002075 68.03209686279999)",WTK -> RDB,32.25863659336 mi
"LINESTRING (-0.523810982704 53.1661987305, -0.550832986832 53.307800293)",WTN -> SQZ,9.847438704387507 mi
"LINESTRING (46.054065 -18.759677, 45.273467 -18.80501)",WTS -> JVA,51.15854393758255 mi
"LINESTRING (175.6790008544922 -36.83169937133789, 174.97300720214844 -37.029701232910156)",WTZ -> AMZ,41.32310930745149 mi
"LINESTRING (106.7993 39.7934, 107.7428 40.926)",WUA -> RLK,92.68918532023196 mi
"LINESTRING (114.208 30.7838, 115.801111 29.476944)",WUH -> JIU,131.20912895336107 mi
"LINESTRING (120.22100067138672 -26.629199981689453, 120.55500030517578 -27.286399841308594)",WUN -> WME,49.85030488750556 mi
"LINESTRING (118.000999 27.7019, 117.9643 28.3797)",WUS -> SQD,46.885421505938226 mi
"LINESTRING (112.969173 38.597456, 112.62799835205078 37.74689865112305)",WUT -> TYN,61.62109627864046 mi
"LINESTRING (27.9750003815 7.7258300781199996, 29.6690006256 6.8249998092699995)",WUU -> RBX,131.73339658126355 mi
"LINESTRING (120.429000854 31.494400024399997, 120.401001 31.2631)",WUX -> SZV,16.066588502476137 mi
"LINESTRING (111.248001 23.456699, 109.390999 24.2075)",WUZ -> LZH,128.31886629055433 mi
"LINESTRING (14.6453 -22.9799, 14.568099975586 -22.66189956665)",WVB -> SWP,22.51530123446061 mi
"LINESTRING (-121.790000916 36.9356994629, -121.762001 36.68190002)",WVI -> OAR,17.604317573613642 mi
"LINESTRING (48.02170181274414 -22.119699478149414, 47.82059860229492 -22.805299758911133)",WVK -> RVA,49.0804322725015 mi
"LINESTRING (8.05222225189209 53.502220153808594, 7.913888931274414 53.782779693603516)",WVN -> AGE,20.19613550287266 mi
"LINESTRING (-149.539993286 61.5717010498, -149.99600219726562 61.174400329589844)",WWA -> ANC,31.327702260567747 mi
"LINESTRING (-74.9083023071 39.008499145500004, -75.46600342 39.12950134)",WWD -> DOV,31.063383696568295 mi
"LINESTRING (143.669006348 -3.58383011818, 143.89500427246094 -5.6433000564575195)",WWK -> WBM,143.14581371184985 mi
"LINESTRING (-99.5226667 36.438, -99.20050048830001 35.3398017883)",WWR -> CSM,77.99243041584145 mi
"LINESTRING (147.190994263 -33.9371986389, 147.51199340820312 -34.4213981628418)",WWY -> TEM,38.15651011823637 mi
"LINESTRING (108.433 30.8017, 107.4295 31.1302)",WXN -> DAX,63.638593720719975 mi
"LINESTRING (137.51400756835938 -33.05889892578125, 137.9949951171875 -33.23889923095703)",WYA -> PPI,30.47771872172683 mi
"LINESTRING (-11.04539966583252 8.610469818115234, -11.176600456237793 7.891290187835693)",WYE -> KEN,50.494418317529714 mi
"LINESTRING (128.1529998779297 -15.51140022277832, 128.707992554 -15.7781000137)",WYN -> KNX,41.26860999109152 mi
"LINESTRING (-111.1179962 44.68840027, -111.1529999 45.77750015)",WYS -> BZN,75.26964017175666 mi
"LINESTRING (1.831891 50.143501, 2.69765996933 49.9715003967)",XAB -> BYF,40.20167881560431 mi
"LINESTRING (-52.656600952148 -27.134199142456, -53.503501892089844 -26.781600952148438)",XAP -> SQX,57.56656885671525 mi
"LINESTRING (-53.204201 3.61361, -51.79690170288086 3.85548996925354)",XAU -> OYK,98.45827772320968 mi
